L,D,C,PC,time,OPT,node_count,obj_bound,root_time,root_bestobj,root_bestbound,root_gap,Siter,Scuts,time_subtour,Sroot_iter,Srootfrac_cuts,time_sub_root,LP_time,LP_obj
173,16.46,1,0.5,837.254,1846.5,829,1846.5,733.005,1843,1871,0.0151926,616,1757,0.079773,10,441,0.273533,489.841,1897.5
173,16.46,1,0.75,1035.09,2198,423,2198,956.553,2185.75,2224.25,0.0176141,322,1543,0.046407,11,343,0.337207,464.652,2249
173,32.91,1,0.5,1997.1,1910,728,1910,617.822,86,1971.5,21.9244,666,6726,0.079836,0,0,0,300.981,1995
173,32.91,1,0.75,>3600,(0.0277962),549,2320.25,713.419,108.75,2329,20.4161,606,11225,0.064979,0,0,0,302.322,2367.5
173,65.82,1,0.5,>3600,(0.0219287),372,1934,484.558,1919.5,1948,0.0148476,461,12529,0.048236,1,29,0.017638,189.427,2006
173,65.82,1,0.75,>3600,(0.0216814),478,2309,515.194,2246.25,2321,0.0332777,567,12463,0.055805,4,184,0.045436,208.25,2382.75
173,16.46,2,0.5,1771.99,2106,667,2106,954.854,2006.5,2131,0.0620483,528,690,0.084109,10,237,0.280064,3039.49,2125
173,16.46,2,0.75,2360.92,2599.5,807,2599.5,1110.21,2476.25,2627.5,0.0610803,624,631,0.106599,14,393,0.46896,3600.07,2605.75
173,32.91,2,0.5,>3600,(0.00961759),343,2204.5,987.607,2129.5,2208,0.0368631,421,6992,0.04758,0,0,0,408.406,2226.5
173,32.91,2,0.75,>3600,(0.0160121),431,2696.75,780.16,2586.5,2698,0.0431084,526,8562,0.054354,2,62,0.028696,471.858,2706.25
173,65.82,2,0.5,>3600,(0.0274482),248,2208.5,635.517,194.5,2213.5,10.3805,295,7803,0.03434,0,0,0,341.427,2237.5
173,65.82,2,0.75,>3600,(12.4707),238,2697.5,668.729,200.25,2700,12.4831,318,9275,0.034075,0,0,0,356.536,2711.5
173,16.46,4,0.5,1047.64,2124.5,862,2124.5,896.002,2119,2144,0.011798,620,761,0.096855,49,1453,1.7358,3600.06,2132
173,16.46,4,0.75,3029.99,2650.25,1778,2650.25,612.79,2604.75,2668.5,0.0244745,1334,410,0.263923,15,411,0.505508,3600.6,2644.5
173,32.91,4,0.5,1422.37,2194.5,206,2194.5,598.585,2119.5,2209.5,0.0424628,283,4393,0.033402,2,27,0.03417,267.868,2226.5
173,32.91,4,0.75,1481.14,2690.25,384,2690.25,604.753,2667,2698,0.0116235,462,5264,0.054689,0,0,0,261.43,2706.25
173,65.82,4,0.5,>3600,(0.00959561),435,2209.5,373.318,225.5,2213.5,8.81596,501,12071,0.054199,0,0,0,220.006,2237.5
173,65.82,4,0.75,>3600,(0.0039048),513,2699.5,378.038,327,2701,7.25994,569,12175,0.062795,0,0,0,252.808,2711.5
173,16.46,10,0.5,1980.3,2124.5,2988,2124.5,1021.53,2115.5,2160,0.0210352,1864,1144,0.311144,32,1047,0.975499,2480.89,2132
173,16.46,10,0.75,2562.84,2651.75,805,2651.75,1774.88,2641.25,2669.25,0.010601,647,307,0.12917,46,1433,1.68352,3600.06,2645
173,32.91,10,0.5,1251.65,2194.5,416,2194.5,510.615,2165.5,2212,0.0214731,445,5098,0.054556,0,0,0,261.3,2226.5
173,32.91,10,0.75,1264.38,2690.25,231,2690.25,523.252,2643.5,2698,0.0206166,308,4797,0.035442,2,13,0.039183,265.178,2706.25
173,65.82,10,0.5,1958.85,2194.5,612,2194.5,346.831,468.5,2213,3.72359,608,7920,0.07349,3,170,0.051682,208.84,2237.5
173,65.82,10,0.75,2891.27,2690.25,420,2690.5,284.874,1067.75,2702.75,1.53126,446,8696,0.054611,0,0,0,228.542,2711.75
345.99,16.46,1,0.5,989.581,2684.5,1082,2684.5,376.599,470.5,2699,4.73645,954,7114,0.147167,1,24,0.02713,188.101,2717.5
345.99,16.46,1,0.75,1313.35,2935,627,2935.25,376.179,1647.5,2942,0.785736,666,8724,0.096441,1,96,0.027846,173.053,2951.75
345.99,32.91,1,0.5,3552.33,2687.5,1182,2687.5,471.616,2687,2699.5,0.00465203,1138,23455,0.181827,4,215,0.109924,183.656,2726
345.99,32.91,1,0.75,>3600,(0.00426694),711,2942,323.343,2923.25,2943.75,0.00701274,824,26184,0.123466,0,0,0,214.618,2956
345.99,65.82,1,0.5,2260.23,2687.5,849,2687.5,309.961,1124,2702,1.40391,879,17783,0.129648,1,33,0.024402,178.472,2726
345.99,65.82,1,0.75,2176.26,2936.75,1575,2937,314.456,1653.25,2942.5,0.779828,1540,20085,0.229514,1,14,0.024978,191.648,2956
345.99,16.46,2,0.5,1970.61,2684.5,677,2684.5,325.603,2685.5,2698,0.00465463,723,12688,0.109342,1,24,0.022486,167.38,2717.5
345.99,16.46,2,0.75,927.363,2935,1087,2935.25,375.743,2936,2940.75,0.00161785,934,8212,0.146553,5,211,0.141544,186.017,2951.75
