L,D,C,PC,time,OPT,node_count,obj_bound,root_time,root_bestobj,root_bestbound,root_gap,Biter,Bcuts,time_slave,Siter,Scuts,time_subtour,Sroot_iter,Srootfrac_cuts,time_sub_root,LP_time,LP_obj
173,16.46,1,0.5,479.963,1846.5,350,1846.5,433.586,1846.5,1865.42,0.0102489,272,44,2.54145,272,1352,0.348325,14,289,0.22499,220.711,1899.5
173,16.46,1,0.75,513.22,2198,240,2198.12,464.741,2191.75,2226.58,0.0158903,223,46,2.07265,223,1518,0.546349,9,280,0.19775,223.863,2254.25
173,32.91,1,0.5,1092.96,1910,383,1910,453.791,1916,1944.2,0.0147161,465,1,9.08023,465,8444,2.08195,1,12,0.021028,179.784,1995
173,32.91,1,0.75,1412.56,2273.75,684,2273.75,430.742,2263.5,2317.16,0.0237084,720,0,13.6923,720,9091,1.91197,3,69,0.04017,187.544,2367.5
173,65.82,1,0.5,908.493,1910,353,1910,299.324,1923.5,1946.1,0.0117497,403,0,11.9937,403,8574,1.8023,0,0,0,120.674,2006
173,65.82,1,0.75,1058.28,2273.75,556,2273.77,285.74,132.75,2325.81,16.5202,527,0,15.4306,527,10169,1.88811,0,0,0,119.57,2382.75
173,16.46,2,0.5,405.618,2106,248,2106,357.279,2106,2121.03,0.00713888,184,18,1.86807,184,387,0.069345,11,366,0.139754,279.339,2125
173,16.46,2,0.75,532.288,2599.5,470,2599.71,482.72,2599.5,2616.44,0.00651638,341,44,3.21064,341,836,0.146692,18,573,0.544041,560.698,2615.75
173,32.91,2,0.5,1180.35,2186.5,818,2186.5,359.341,2174,2209.53,0.0163432,833,0,15.6791,833,8558,1.49444,0,0,0,191.056,2226.5
173,32.91,2,0.75,1104.02,2684.75,1001,2684.75,443.103,2682.25,2696.48,0.00530688,913,0,16.6117,913,6766,1.92476,1,64,0.016179,196.686,2706.25
173,65.82,2,0.5,2486.13,2186.5,1308,2186.5,318.56,138,2212.47,15.0324,1295,0,35.707,1295,15018,1.92011,2,85,0.033864,128.347,2237.5
173,65.82,2,0.75,1633.36,2684.75,745,2685,271.658,2596.75,2700.88,0.0401015,787,0,23.3564,787,10828,1.44075,0,0,0,128.541,2711.75
173,16.46,4,0.5,540.421,2124.5,1745,2124.5,385.366,2122,2152.75,0.0144903,1058,14,3.36324,1058,741,0.237619,10,258,0.320507,480.528,2132
173,16.46,4,0.75,1291.48,2650.25,4120,2650.25,410.866,2647.5,2671.63,0.00911375,2192,7,9.96818,2192,557,0.428885,8,234,0.256518,3600.05,2651.75
173,32.91,4,0.5,843.456,2194.5,280,2194.67,386.309,2166,2210.74,0.0206551,345,3,4.87782,345,5170,1.00128,3,192,0.046752,195.288,2226.5
173,32.91,4,0.75,728.702,2690.25,476,2690.28,447.458,2683.75,2696.73,0.0048348,474,1,5.24503,474,5023,1.36195,3,162,0.05174,194.51,2706.25
173,65.82,4,0.5,1402.98,2194.5,513,2194.54,269.803,530,2218.71,3.18624,562,11,11.9646,562,11074,1.35007,0,0,0,128.087,2237.5
173,65.82,4,0.75,1319.81,2690.25,903,2690.27,269.119,309,2702.41,7.74566,828,0,14.4681,828,11610,1.18202,0,0,0,130.788,2711.75
173,16.46,10,0.5,448.842,2124.5,708,2124.5,370.84,2124,2149.4,0.0119594,428,0,0.723714,428,436,0.083292,17,592,0.519344,434.822,2132
173,16.46,10,0.75,2186.7,2651.75,5413,2651.75,551.814,2646.25,2677.1,0.0116564,2861,0,4.59907,2861,732,0.590474,14,442,0.466898,2384.29,2651.75
173,32.91,10,0.5,681.331,2194.5,384,2194.69,414.479,2181,2207.85,0.0123099,414,1,2.12447,414,4534,1.30979,1,60,0.015208,193.429,2226.5
173,32.91,10,0.75,777.696,2690.25,592,2690.48,367.514,2673,2698.24,0.00944441,613,2,3.4191,613,5302,1.1396,1,35,0.011864,188.662,2706.25
173,65.82,10,0.5,2550.42,2194.5,870,2194.5,322.299,933.5,2216.88,1.37481,904,0,11.5131,904,15550,1.68996,0,0,0,128.339,2237.5
173,65.82,10,0.75,1337.9,2690.25,455,2690.43,248.8,2671.25,2700.99,0.0111343,506,1,6.04736,506,11276,1.31985,0,0,0,127.676,2711.75
345.99,16.46,1,0.5,1455.54,2684.5,1495,2684.69,335.582,2687.5,2701.77,0.00531152,1526,7,3.80785,1526,10979,3.47224,2,152,0.0475,180.833,2717.5
345.99,16.46,1,0.75,641.713,2935,497,2935.26,333.695,2930.25,2939.66,0.00321185,500,6,1.65925,500,4856,2.58041,3,95,0.073395,174.698,2951.75
345.99,32.91,1,0.75,2521.64,2936.75,1236,2936.85,369.516,2925.5,2943.16,0.00603782,1327,1,13.4302,1327,22659,4.76602,3,155,0.081475,175.759,2956
345.99,65.82,1,0.75,3021.59,2936.75,1425,2936.82,222.836,270.25,2945.93,9.90076,1461,0,22.9722,1461,21493,3.88774,0,0,0,123.497,2956
345.99,16.46,2,0.5,945.843,2684.5,1049,2684.56,296.811,97,2702.85,26.8644,974,17,1.43591,974,11002,3.06319,0,0,0,174.158,2717.5
345.99,16.46,2,0.75,925.337,2935.25,581,2935.29,346.102,2933.5,2939.71,0.00211656,635,2,0.903191,635,8067,3.65626,6,276,0.15376,175.162,2951.75
345.99,32.91,2,0.5,1736.89,2687.5,1281,2687.68,286.884,287,2707.9,8.43518,1361,2,7.73292,1361,22134,3.17678,0,0,0,174.809,2726
345.99,32.91,2,0.75,2441.9,2936.75,1551,2936.82,298.022,347.5,2943.92,7.47172,1594,0,7.58457,1594,22091,4.15336,0,0,0,173.299,2956
345.99,65.82,2,0.5,1824.89,2687.5,1117,2687.75,234.825,291.5,2708.13,8.29032,1172,8,15.2536,1172,19963,4.04399,0,0,0,121.959,2726
345.99,16.46,4,0.5,784.667,2684.5,618,2684.51,300.828,998,2700.37,1.70578,575,0,0.719507,575,6117,2.9706,0,0,0,178.312,2717.5
345.99,16.46,4,0.75,685.488,2935.25,1302,2935.33,296.086,68.25,2941.57,42.0999,1076,1,1.36623,1076,6343,2.53951,2,62,0.048976,174.578,2951.75
345.99,32.91,4,0.5,3247.63,2687.5,1488,2687.7,381.119,2686,2701.97,0.00594429,1558,5,5.83561,1558,27383,4.87002,4,156,0.107687,176.761,2726
345.99,32.91,4,0.75,2100.27,2936.75,1439,2936.75,321.784,531.25,2944.69,4.54294,1473,0,6.08093,1473,25141,4.09327,0,0,0,176.35,2956
345.99,65.82,4,0.75,3238.71,2936.75,2040,2936.87,225.675,1715.5,2946.13,0.717362,1966,1,15.0876,1966,38103,4.46227,0,0,0,124.326,2956
345.99,16.46,10,0.5,927.434,2684.5,791,2684.6,296.127,108,2696.58,23.9684,744,0,0.684511,744,10026,3.80765,3,125,0.06828,173.784,2717.5
345.99,16.46,10,0.75,629.347,2935.25,369,2935.4,335.033,2931.25,2938.83,0.0025843,392,1,0.364343,392,5440,3.45177,4,205,0.093419,175.645,2951.75
345.99,32.91,10,0.5,2310.15,2687.5,1113,2687.73,336.021,2636.5,2701.54,0.0246679,1224,2,3.57594,1224,24806,5.36001,3,139,0.073298,174.998,2726
345.99,32.91,10,0.75,1610.61,2936.75,2037,2936.81,318.09,1030.5,2943.93,1.8568,1926,22,5.1534,1926,20570,4.16487,1,89,0.02263,174.896,2956
345.99,65.82,10,0.75,>3600,(0.012369),1272,2945.23,203.448,2909.25,2946.3,0.0127339,1314,0,8.52143,1314,27356,3.26346,0,0,0,121.932,2956
518.98,16.46,1,0.5,790.534,3031.5,750,3031.5,243.356,3025,3036.69,0.00386335,744,2,0.732816,744,14359,4.9201,2,90,0.070032,158.166,3071.5
518.98,16.46,1,0.75,1110.01,3108.75,719,3109.05,238.039,3110.5,3111.45,0.000306303,795,0,0.829754,795,16918,4.94,2,82,0.073265,160.622,3128.75
518.98,32.91,1,0.5,1289.52,3031.5,825,3031.5,234.876,1098,3036.73,1.76569,828,0,3.37523,828,17538,5.18807,0,0,0,167.85,3071.5
518.98,32.91,1,0.75,1147.66,3108.75,800,3109.05,248.368,1714,3111.4,0.815284,855,0,3.75575,855,20827,4.41216,1,160,0.029403,167.17,3128.75
518.98,65.82,1,0.5,866.892,3031.5,898,3031.5,167.903,3035.5,3036.48,0.000322761,867,0,7.30019,867,20258,3.91974,0,0,0,110.667,3071.5
518.98,65.82,1,0.75,856.631,3108.75,683,3109.04,178.367,2955.5,3111.25,0.052698,718,0,5.48405,718,15778,3.8607,1,33,0.032272,110.64,3128.75
518.98,16.46,2,0.5,1755.09,3031.5,889,3031.5,249.372,3032.5,3037.08,0.00151048,905,5,0.820315,905,24095,5.35937,2,116,0.075648,155.168,3071.5
518.98,16.46,2,0.75,950.881,3108.75,726,3109.04,216.044,1335.75,3111.17,1.32915,770,0,0.745106,770,16335,4.15163,0,0,0,156.695,3128.75
518.98,32.91,2,0.75,1236.34,3108.75,780,3109.04,233.942,397.5,3111.37,6.82735,853,0,2.64742,853,23279,5.03603,2,44,0.062102,166.23,3128.75
518.98,65.82,2,0.5,1186.37,3031.5,854,3031.74,168.608,3028,3036.79,0.00290401,900,0,6.5979,900,24180,4.16514,2,94,0.069953,109.656,3071.5
